Producer ID,Title,Ref2,Ref,Counties,Category,Actor,Affiliation,Short Name,Website
1775,Kiaguthu Factory,XAC004F08,XAC04F08,Nyeri,Producer,Factory,,,
1776,Kiruga Factory,XAC004F09,XAC04F09,Nyeri,Producer,Factory,,,
1777,Gichichi Factory,XAC004F10,XAC04F10,Nyeri,Producer,Factory,,,
1778,Iriaini Factory,XAC004F11,XAC04F11,Nyeri,Producer,Factory,,,
1779,Gatugi Factory,XAC004F12,XAC04F12,Nyeri,Producer,Factory,,,
1780,Rukira Factory,XAC004F13,XAC04F13,Nyeri,Producer,Factory,,,
1781,Kiaga Factory,XAC004F14,XAC04F14,Nyeri,Producer,Factory,,,
1782,Gura Factory,XAC004F15,XAC04F15,Nyeri,Producer,Factory,,,
1783,Kagonye Factory,XAC004F16,XAC04F16,Nyeri,Producer,Factory,,,
1784,Kamoini Factory,XAC004F17,XAC04F17,Nyeri,Producer,Factory,,,
1785,Karuthi Factory,XAC004F18,XAC04F18,Nyeri,Producer,Factory,,,
1786,Mihuti Factory,XAC057F01,XAC57F01,Nyeri,Producer,Factory,,,
1787,Igutua Factory,XAC057F02,XAC57F02,Nyeri,Producer,Factory,,,
1788,Giathugu Factory,XAC057F03,XAC57F03,Nyeri,Producer,Factory,,,
1789,Mweru Factory (Rugi F.C.S. Ltd),XAC057F04,XAC57F04,Nyeri,Producer,Factory,,Mweru Factory*,
1790,Kanyiriri Factory,XAC057F05,XAC57F05,Nyeri,Producer,Factory,,,
1791,Gumba Factory,XAC057F06,XAC57F06,Nyeri,Producer,Factory,,,
1792,Mutitu Factory (Rugi F.C.S. Ltd),XAC057F07,XAC57F07,Nyeri,Producer,Factory,,Mutitu Factory*,
1793,Karundu Factory,XAC057F08,XAC57F08,Nyeri,Producer,Factory,,,
1794,Kagunyu Factory,XAC059F01,XAC59F01,Nyeri,Producer,Factory,,,
1795,Gatura Factory,XAC059F02,XAC59F02,Nyeri,Producer,Factory,,,
1796,Thunguri Factory (Rumukia F.C.S. Ltd),XAC059F03,XAC59F03,Nyeri,Producer,Factory,,Thunguri Factory*,
1797,Maganjo Factory (Rumukia F.C.S. Ltd),XAC059F04,XAC59F04,Nyeri,Producer,Factory,,Maganjo Factory*,
1798,Kiawamururu Factory,XAC059F05,XAC59F05,Nyeri,Producer,Factory,,,
1799,Tambaya Factory,XAC059F06,XAC59F06,Nyeri,Producer,Factory,,,
1800,Gaikundo Factory,XAC059F07,XAC59F07,Nyeri,Producer,Factory,,,
1801,Ndiaini Factory,XAC059F08,XAC59F08,Nyeri,Producer,Factory,,,
1802,Ruarai Factory,XAC058F01,XAC58F01,Nyeri,Producer,Factory,,,
1803,Kamuchuni Factory,XAC058F02,XAC58F02,Nyeri,Producer,Factory,,,
1804,Nduma Factory,XAC058F03,XAC58F03,Nyeri,Producer,Factory,,,
1805,Muthuthuini Factory,XAC058F04,XAC58F04,Nyeri,Producer,Factory,,,
1806,Mukui Factory (Ruthaka F.C.S. Ltd),XAC058F05,XAC58F05,Nyeri,Producer,Factory,,Mukui Factory*,
1807,Kibutio Factory,XAC058F06,XAC58F06,Nyeri,Producer,Factory,,,
1808,Karaba Factory,XAC058F07,XAC58F07,Nyeri,Producer,Factory,,,
1809,Karie Factory,XAC061F02,XAC61F02,Nyeri,Producer,Factory,,,
1810,Kianjogu Factory*,XAC061F03,XAC61F06,Nyeri,Producer,Factory,,Kianjogu Factory,
1811,Ruthagati Factory,XAC061F04,XAC61F05,Nyeri,Producer,Factory,,,
1812,Ngandu Factory,XAC061F05,XAC61F04,Nyeri,Producer,Factory,,,
1813,Marua Factory,XAC061F06,XAC61F03,Nyeri,Producer,Factory,,,
1814,Ndururu Factory,XAC061F07,XAC61F07,Nyeri,Producer,Factory,,,
1815,Githima Factory (Rutuma F.C.S. Ltd),XAC061F08,XAC61F08,Nyeri,Producer,Factory,,Githima Factory*,
1816,Tegu Factory,XAC060F01,XAC60F01,Nyeri,Producer,Factory,,,
1817,Karogoto Factory,XAC060F02,XAC60F02,Nyeri,Producer,Factory,,,
1818,Ngunguru Factory,XAC060F03,XAC60F03,Nyeri,Producer,Factory,,,
1819,Wundanyi Factory,XGA001F01,XGA01F01,Taita Taveta,Producer,Factory,,,
1820,Mgange Factory,XGA001F02,XGA01F02,Taita Taveta,Producer,Factory,,,
1821,Werugha Factory,XGA001F03,XGA01F03,Taita Taveta,Producer,Factory,,,
1822,Mrughua Factory,XGA001F04,XGA01F04,Taita Taveta,Producer,Factory,,,
1823,Chawia Factory,XGA001F05,XGA01F05,Taita Taveta,Producer,Factory,,,
1824,Imbako Factory,XCI025F01,XCI25F01,Trans Nzoia,Producer,Factory,,,
1825,Kaliwa Factory,XCI015F01,XCI15F01,Trans Nzoia,Producer,Factory,,,
1826,Kaibos Factory,XCB002F01,XCB02F01,Trans Nzoia,Producer,Factory,,,
1827,Pokot Factory,XCB001F01,XCB01F01,Trans Nzoia,Producer,Factory,,,
1828,Kocholwo Factory,XCK005F01,XCK05F01,Trans Nzoia,Producer,Factory,,,
1829,Turbo F.C.S. Factory,XCJ001F01,XCJ01F01,Trans Nzoia,Producer,Factory,,,
1830,Kiungani Factory,XCI011F01,XCI11F01,Trans Nzoia,Producer,Factory,,,
1831,Soymingin Factory 2,XCE021F02,XCE21F02,Kericho,Producer,Factory,,,
1832,Yamugwe,XAB090F08,XAB90F08,Murang'a,Producer,Factory,,,
1833,Boma Factory,XCE033F01,XCE33F01,Kericho,Producer,Factory,,,
1834,Kilingot Factory,XCD014F01,XCD14F01,Baringo,Producer,Factory,,,
1835,Nduruma,XBA038N,XBA38N,Meru,Producer,Cooperative Society,,,
1836,Mbaranga,XBA038,XBA38,Meru,Producer,Cooperative Society,,,
1837,Marua?,XAC061F01,XAC61F01,Nyeri,Producer,Factory,,,
1838,Kurget Factory,XCD015F01,XCD15F01,Baringo,Producer,Factory,,,
1839,Sirwa,XCD011F01,XCD11F01,Baringo,Producer,Factory,,,
1840,Ndunguri,XBC025F01,XBC25F01,Tharaka Nithi,Producer,Factory,,,
1841,Wakamata,XAC060F04,XAC60F04,Nyeri,Producer,Factory,,,
1842,Giakanja Factory,XAC032F01,XAC32F01,Nyeri,Producer,Factory,,,
1843,Wachuri Factory,XAC026F01,XAC26F01,Nyeri,Producer,Factory,,,
1844,Githiru Factory,XAC024F01,XAC24F01,Nyeri,Producer,Factory,,,
1845,Gitundu Factory,XAC004F19,XAC04F19,Nyeri,Producer,Factory,,,
1846,Siret,XCE006F02,XCE06F02,Kericho,Producer,Factory,,,
1847,Wema Estate,CI0041,CI.0041,Kericho,Producer,Small Estates,,,
1848,Wathara,AG0240,AG.0240,Nyeri,Producer,Small Estates,,,
1849,Wanjiru 2,AA0271A,AA.0271A,Kiambu,Producer,Small Estates,,,
1850,Wangamati Estate,DB0065,DB.0065,_Unknown,Producer,Small Estates,,,
1851,Waita,BF0196,BF.0196,Machakos,Producer,Small Estates,,,
1852,Waihiga,AG0160,AG.0160,Nyeri,Producer,Small Estates,,,
1853,Victor,BD0079,BD.0079,Embu,Producer,Small Estates,,,
1854,Vasco Farm,AA0226F,AA.0226F,Kiambu,Producer,Small Estates,,,
1855,Urafiki Factory,XCE020F01,XCE20F01,Kericho,Producer,Factory,,,
1856,Upete,XBE002F04,XBE02F04,Makueni,Producer,Factory,,,
1857,Umoja Factory,XCE033F02,XCE33F02,Kericho,Producer,Factory,,,
1858,Uamani Factory,XBE018F02,XBE18F02,Machakos,Producer,Factory,,,
1859,Tuiyabei,XCE042F03,XCE42F03,Kericho,Producer,Factory,,,
1860,Tonini,AA0074,AA.0074,Kiambu,Producer,Small Estates,,,
1861,Tharaka Nithi Coffee,,TNCM01,Tharaka Nithi,Producer,Small Estates,,,
1862,Kihingo Estate,CB0590,CB.0590,Trans Nzoia,Producer,Small Estates,,,
1863,Risingstar,AJ0298,AJ.0298,Kirinyaga,Producer,Small Estates,,,
1864,Jenit Estate,AG0304,AG.0304,Nyeri,Producer,Small Estates,,,
1865,Thiriku Factory,XAC019F01,XAC19F01,Nyeri,Producer,Factory,,,
1866,Thiaru,AG0231,AG.0231,Nyeri,Producer,Small Estates,,,
1867,Theri,XAB046F03,XAB46F03,Murang'a,Producer,Factory,,,
1868,Tere,CA0229,CA.0229,Nakuru,Producer,Small Estates,,,
1869,Tendelyani Factory,XBE026F01,XBE26F01,Machakos,Producer,Factory,,,
1870,Tegat,XCE002F04,XCE02F04,Kericho,Producer,Factory,,,
1871,Tausi Farm,CB0435,CB.0435,Trans Nzoia,Producer,Small Estates,,,
1872,KCCM,KC0001,KC.0001,_Unknown,Producer,Small Estates,,,
1873,Sugut,XCE005F02,XCE05F02,Kericho,Producer,Factory,,,
1874,Sorwot Factory,XCE026F01,XCE26F01,Kericho,Producer,Factory,,,
1875,Songonyetfactory,XCE046F01,XCE46F01,Kericho,Producer,Factory,,,
1876,Sombo Factory,XCE017F01,XCE17F01,Kericho,Producer,Factory,,,
1877,Soiyo,CM0024,CM.0024,Baringo,Producer,Small Estates,,,
1878,Sirwo Enterprise Ltd,CB0650,CB.0650,Trans Nzoia,Producer,Small Estates,,,
1879,Simcat Estate,BC0079,BC.0079,Tharaka Nithi,Producer,Small Estates,,,
1880,Simagreen,XCI022F01,XCI22F01,Trans Nzoia,Producer,Factory,,,
1881,Sichei Factory,XDA041F01,XDA41F01,Bungoma,Producer,Factory,,,
1882,Sereng FCS,XCE037,XCE37,Kericho,Producer,Cooperative Society,,,
1883,Seiyot,XCF033F01,XCF33F01,Kericho,Producer,Factory,,,
1884,Samwa,CB0434,CB.0434,Trans Nzoia,Producer,Small Estates,,,
1885,Rupesh,AB0563,AB.0563,Kiambu,Producer,Small Estates,,,
1886,Roret FCS,XCE025,XCE25,Kericho,Producer,Cooperative Society,,,
1887,Roi,AA0386,AA.0386,Kiambu,Producer,Small Estates,,,
1888,Rigoma,XEA008F04,XEA08F04,Kisii,Producer,Factory,,,
1889,Riasuta Factory,XEA022F01,XEA22F01,Kisii,Producer,Factory,,,
1890,Kiptenden/Kaptagas Factory*,ZA0032,ZA.0032,Kakamega,Producer,Small Estates,,Kiptenden,
1891,Kormut FCS,ZA0007,ZA.0007,Kakamega,Producer,Small Estates,,,
1892,Kabondo Factory,XEB001F01,XEB01F01,Migori,Producer,Factory,,,
1893,Kemera Factory,XEA006F01,XEA06F01,Kisii,Producer,Factory,,,
1894,Eaka Factory,XEA005F01,XEA05F01,Kisii,Producer,Factory,,,
1895,Magena,XEA034F01,XEA34F01,Kisii,Producer,Factory,,,
1896,Matongo,XEA026F04,XEA26F04,Kisii,Producer,Factory,,,
1897,Igare,XEA026F02,XEA26F02,Kisii,Producer,Factory,,,
1898,Magwagwa Factory,XEA026F01,XEA26F01,Kisii,Producer,Factory,,,
1899,Egetonto,XEA025F05,XEA25F05,Kisii,Producer,Factory,,,
1900,Nyamache Factory,XEA024F01,XEA24F01,Kisii,Producer,Factory,,,
1901,Nyakorere,XEA021F03,XEA21F03,Kisii,Producer,Factory,,,
1902,Nyamarambe Factory,XEA021F01,XEA21F01,Kisii,Producer,Factory,,,
1903,Girango Factory,XEA019F01,XEA19F01,Kisii,Producer,Factory,,,
1904,Borabu,XEA017F05,XEA17F05,Kisii,Producer,Factory,,,
1905,Kenyenya Factory,XEA017F01,XEA17F01,Kisii,Producer,Factory,,,
1906,Gesoko,XEA009F03,XEA09F03,Kisii,Producer,Factory,,,
1907,Keera,XEA009F02,XEA09F02,Kisii,Producer,Factory,,,
1908,Moromba,XEA009F01,XEA09F01,Kisii,Producer,Factory,,Morumba Factory,
1909,Nyanchogu,XEA008F03,XEA08F03,Kisii,Producer,Factory,,,
1910,Nyabonge,XEA008F02,XEA08F02,Kisii,Producer,Factory,,,
1911,Marani Factory,XEA008F01,XEA08F01,Kisii,Producer,Factory,,,
1912,Nyosia Factory,XEA004F01,XEA04F01,Kisii,Producer,Factory,,,
1913,Kabosi,XEA003F02,XEA03F02,Kisii,Producer,Factory,,,
1914,Nyaturubo Factory,XEA003F01,XEA03F01,Kisii,Producer,Factory,,,
1915,Enkurongo Factory,XEA002F02,XEA02F02,Kisii,Producer,Factory,,,
1916,Mogonga Factory,XEA002F01,XEA02F01,Kisii,Producer,Factory,,,
1917,Isukha-Ivugwi F.C.S. Ltd B,XDB0017B,XDB17B,Kakamega,Producer,Cooperative Society,,,
1918,Muburi,XDA051F01,XDA51F01,Bungoma,Producer,Factory,,,
1919,Chesiro,XDA040F01,XDA40F01,Bungoma,Producer,Factory,,,
1920,Kimama,XDA039F01,XDA39F01,Bungoma,Producer,Factory,,,
1921,Kutere,XDA023F02,XDA23F02,Bungoma,Producer,Factory,,,
1922,Kikai Factory,XDA023F01,XDA23F01,Bungoma,Producer,Factory,,,
1923,Nakoyonjo Factory,XDA014F01,XDA14F01,Bungoma,Producer,Factory,,,
1924,Lukusi Factory,XDA009F01,XDA09F01,Bungoma,Producer,Factory,,,
1925,Chepkube Factory,XDA004F01,XDA04F01,Bungoma,Producer,Factory,,,
1926,Kibisi Factory,XDA003F01,XDA03F01,Bungoma,Producer,Factory,,,
1927,New Chesikaki,XDA002F02,XDA02F02,Bungoma,Producer,Factory,,New Chesikaki Factory,
1928,Kimabole,XDA002F01,XDA02F01,Bungoma,Producer,Factory,,,
1929,Ngarua Factory,XCH001F01,XCH01F01,Nakuru,Producer,Factory,,,
1930,Kabunyeria Factory,XCF029F01,XCF29F01,Kericho,Producer,Factory,,,
1931,Kapsimotwo Factory,XCF006F01,XCF06F01,Kericho,Producer,Factory,,,
1932,Kapias,XCE057F03,XCE57F03,Kericho,Producer,Factory,,,
1933,Mihuti,XCE057F01,XCE57F01,Kericho,Producer,Factory,,,
1934,Kipsinende Factory,XCE050F01,XCE50F01,Kericho,Producer,Factory,,,
1935,Kipsinende FCS,XCE050,XCE50,Kericho,Producer,Cooperative Society,,,
1936,Emityot,XCE047F01,XCE47F01,Kericho,Producer,Factory,,,
1937,Chilchila Factory,XCE045F01,XCE45F01,Kericho,Producer,Factory,,,
1938,Lelu Factory,XCE044F01,XCE44F01,Kericho,Producer,Factory,,,
1939,Chesigot,XCE042F06,XCE42F06,Kericho,Producer,Factory,,,
1940,Kapkwen,XCE042F05,XCE42F05,Kericho,Producer,Factory,,,
1941,Chesonoi Factory,XCE042F04,XCE42F04,Kericho,Producer,Factory,,,
1942,Kunyak Factory,XCE042F01,XCE42F01,Kericho,Producer,Factory,,,
1943,Kichawir FCS,XCE038,XCE38,Kericho,Producer,Cooperative Society,,Kichawir,
1944,Siwot Factory,XCE029F01,XCE29F01,Kericho,Producer,Factory,,,
1945,Laliat Factory,XCE008F01,XCE08F01,Kericho,Producer,Factory,,,
1946,Chepnorio Factory,XCE007F01,XCE07F01,Kericho,Producer,Factory,,,
1947,Kapluso,XCE006F03,XCE06F03,Kericho,Producer,Factory,,,
1948,Kapkulumben Factory,XCE005F01,XCE05F01,Kericho,Producer,Factory,,,
1949,Chepkitar B,XCE034F02,XCE34F02,Kericho,Producer,Factory,,,
1950,Chepkitar Factory,XCE034F01,XCE34F01,Kericho,Producer,Factory,Chepkitar F.C.S. Ltd,,
1951,Koisagat Factory,XCE032F01,XCE32F01,Kericho,Producer,Factory,,,
1952,Kokwet,XCE002F03,XCE02F03,Kericho,Producer,Factory,,,
1953,Burutu,XCE002F02,XCE02F02,Kericho,Producer,Factory,,,
1954,Pokot FCS,XCB001,XCB01,Uasin Gishu,Producer,Cooperative Society,,,
1955,Ndemu FCS,XCA008,XCA08,Nakuru,Producer,Cooperative Society,,Ndemu,
1956,New mucharage Factory,XC1020F01,XC120F01,Trans Nzoia,Producer,Factory,,,
1957,Kamuthanga Factory,XBE036F01,XBE36F01,Machakos,Producer,Factory,,,
1958,Muthunzuuni Factory,XBE035F01,XBE35F01,Machakos,Producer,Factory,,Muthunzuunifactory,
1959,Mungala,XBE032F01,XBE32F01,Machakos,Producer,Factory,,,
1960,Kwa-Kiinyu Factory,XBE031F01,XBE31F01,Machakos,Producer,Factory,,,
1961,Musilili Factory,XBE030F01,XBE30F01,Machakos,Producer,Factory,,,
1962,Kaliluni Factory,XBE025F01,XBE25F01,Machakos,Producer,Factory,,,
1963,Kaukiswa,XBE019F02,XBE19F02,Machakos,Producer,Factory,,,
1964,Katwanyaa,XBE019F01,XBE19F01,Machakos,Producer,Factory,,,
1965,Kitulunifactory,XBE018F01,XBE18F01,Machakos,Producer,Factory,,Kituluni Factory,
1966,Mavindu,XBE009F03,XBE09F03,Machakos,Producer,Factory,,,
1967,Kwamangu,XBE009F02,XBE09F02,Machakos,Producer,Factory,,,
1968,Muisuni Factory,XBE009F01,XBE09F01,Machakos,Producer,Factory,,,
1969,Kwakitothya,XBE008F05,XBE08F05,Machakos,Producer,Factory,,,
1970,Muusini,XBE008F04,XBE08F04,Machakos,Producer,Factory,,,
1971,Kakuyuni Factory,XBE008F01,XBE08F01,Machakos,Producer,Factory,,,
1972,Musoa,XBE004F07,XBE04F07,Machakos,Producer,Factory,,,
1973,Kithangathini Factory,XBE002F01,XBE02F01,Makueni,Producer,Factory,,,
1974,Kwakithama,XBE008F03,XBE08F03,Machakos,Producer,Factory,,,
1975,Ngumuti,XBE008F02,XBE08F02,Machakos,Producer,Factory,,,
1976,Ndunda,XBD024F02,XBD24F02,Embu,Producer,Factory,,,
1977,Mururiri,XBD008F03,XBD08F03,Embu,Producer,Factory,,,
1978,Kanthiiri Factory,XBC012F02,XBC12F02,Tharaka Nithi,Producer,Factory,,Kanthiirifactory,
1979,Kabatefactory,XBC012F01,XBC12F01,Tharaka Nithi,Producer,Factory,,,
1980,Maura,XBB065F02,XBB65F02,Meru,Producer,Factory,,,
1981,Kathare,XBB013F03,XBB13F03,Meru,Producer,Factory,,,
1982,Kalithiria,XBA033F01,XBA33F01,Meru,Producer,Factory,,Kalithiria Factory,
1983,Amukui Factory,XBA030F01,XBA30F01,Meru,Producer,Factory,,,
1984,Amungeti,XBA019,XBA19,Meru,Producer,Cooperative Society,,,
1985,Nukunu-Ndugutho,XBA024,XBA24,Meru,Producer,Cooperative Society,,,
1986,Kangeta FCS,XBA023,XBA23,Meru,Producer,Cooperative Society,,Kangeta,
1987,Mitondo,XAD006F09,XAD06F09,Kirinyaga,Producer,Factory,,,
1988,Kiaragana,XAD026F05,XAD26F05,Kirinyaga,Producer,Factory,,,
1989,Kagunyu,,XACF05?,Nyeri,Producer,Cooperative Society,,,
1990,Mutwewathi,,XACF03?,Nyeri,Producer,Cooperative Society,,,
1991,Gathaithi Factory1,XAC034F01,XAC34F01,Nyeri,Producer,Factory,,,
1992,Gathaithi Factory2,XAC031F01,XAC31F01,Nyeri,Producer,Factory,,,
1993,Mungaria Factory,XAC027F01,XAC27F01,Nyeri,Producer,Factory,,Mungaria,
1994,Njuriga Factory,XAC022F01,XAC22F01,Nyeri,Producer,Factory,,,
1995,Kiandu Factory,XAC021F01,XAC21F01,Nyeri,Producer,Factory,,,
1996,Githaiti Factory,XAB092F04,XAB92F04,Murang'a,Producer,Factory,,Githaiti,
1997,Mutitu,XAB092F03,XAB92F03,Murang'a,Producer,Factory,,,
1998,Mutheru Factory,XAB092F02,XAB92F02,Murang'a,Producer,Factory,,Mutheru,
1999,New Irera Factory,XAB092F01,XAB92F01,Murang'a,Producer,Factory,,,
2000,Mirichu,XAB090F09,XAB90F09,Murang'a,Producer,Factory,,,
2001,Kiboi,XAB090F01,XAB90F01,Murang'a,Producer,Factory,,,
2002,Kagumoini,XAB081F01,XAB81F01,Murang'a,Producer,Factory,,,
2003,Kagaa 1 (Mugoiri Five F.C.S. Ltd),XAB090F10,XAB90F10,Murang'a,Producer,Factory,Mugoiri Five F.C.S. Ltd,Mugoiri Five F.C.S. Ltd,
2004,Kagaa 2 (Mugoiri Five F.C.S. Ltd),XAB090F02,XAB90F02,Murang'a,Producer,Factory,Mugoiri Five F.C.S. Ltd,Mugoiri Five F.C.S. Ltd,
2005,Gakui Factory?,XAB096F01,XAB96F01,Murang'a,Producer,Factory,,Gakui Factory*,
2006,3Gs Factory,XAA023F03,XAA23F03,Kiambu,Producer,Factory,,,
2007,Mutuya,XAA001F10,XAA01F10,Kiambu,Producer,Factory,,,
2008,Omobera,EB0041,EB.0041,Kisii,Producer,Small Estates,,,
2009,Lopino Estate,EB0031,EB.0031,Kisii,Producer,Small Estates,,,
2010,Ongere,EB0016,EB.0016,Kisii,Producer,Small Estates,,,
2011,Nyangweta,EB0011,EB.0011,Kisii,Producer,Small Estates,,,
2012,1191 Coffee Estate,DB0061,DB.0061,_Unknown,Producer,Small Estates,,,
2013,Kiptagur,CI0029,CI.0029,Kericho,Producer,Small Estates,,,
2014,Nainyoire,CI0022,CI.0022,Kericho,Producer,Small Estates,,,
2015,Kaptebeswet,CI0024,CI.0024,Kericho,Producer,Small Estates,,,
2016,Kericho County,CI0027,CI.0027,Kericho,Producer,Small Estates,,,
2017,Limo,CH0033,CH.0033,Kericho,Producer,Small Estates,,,
2018,Kapchebusit Estate,CH0030,CH.0030,Kericho,Producer,Small Estates,,,
2019,Lesan Estate,CH0024,CH.0024,Kericho,Producer,Small Estates,,,
2020,Cherobon,CF0057,CF.0057,Uasin Gishu,Producer,Small Estates,,,
2021,Kibirgen,CF0005,CF.0005,Kericho,Producer,Small Estates,,,
2022,Kaborok,CF0047,CF.0047,Kericho,Producer,Small Estates,,,
2023,Koita,CF0028,CF.0028,Kericho,Producer,Small Estates,,,
2024,Olomotit,CF0029,CF.0029,Kericho,Producer,Small Estates,,,
2025,Buds & Bloom,CE0007A,CE.0007A,Kericho,Producer,Small Estates,,,
2026,Menet,CB0032,CB.0032,Trans Nzoia,Producer,Small Estates,,,
2027,Kobosfarm,CB0648,CB.0648,Trans Nzoia,Producer,Small Estates,,,
2028,Nyambugua,CB0641,CB.0641,Trans Nzoia,Producer,Small Estates,,,
2029,Matanda-Koa,CB0554,CB.0554,Trans Nzoia,Producer,Small Estates,,,
2030,Elgon Downs Estate,CB0537,CB.0537,Trans Nzoia,Producer,Small Estates,,,
2031,Chorlim,CB0018,CB.0018,Trans Nzoia,Producer,Small Estates,,,
2032,Gachombe Estate,CA0079,CA.0079,Nakuru,Producer,Small Estates,,,
2033,Njemu 1,CA0256,CA.0256,Nakuru,Producer,Small Estates,,,
2034,Midas Estate,CA0003,CA.0003,Nakuru,Producer,Small Estates,,,
2035,Momo,CA0247,CA.0247,Nakuru,Producer,Small Estates,,,
2036,Berea,CA0093,CA.0093,Nakuru,Producer,Small Estates,,,
2037,Mukima,BF0118,BF.0118,Machakos,Producer,Small Estates,,,
2038,Kwasenga,BF0109,BF.0109,Machakos,Producer,Small Estates,,,
2039,Kitunduni Estate,BF0082,BF.0082,Machakos,Producer,Small Estates,,,
2040,Herbs Estate,BF0034,BF.0034,Machakos,Producer,Small Estates,,,
2041,Mbeguka,BD0061,BD.0061,Embu,Producer,Small Estates,,,
2042,Nyawira,BD0054,BD.0054,Embu,Producer,Small Estates,,,
2043,Mutura,BD0029,BD.0029,Embu,Producer,Small Estates,,,
2044,Kamiu,BD0122,BD.0122,Embu,Producer,Small Estates,,,
2045,Mwangaza,BD0118,BD.0118,Embu,Producer,Small Estates,,,
2046,Muriama,BD0104,BD.0104,Embu,Producer,Small Estates,,,
2047,Kanelite,BD0099,BD.0099,Embu,Producer,Small Estates,,,
2048,Kithiria,BD0068,BD.0068,Embu,Producer,Small Estates,,,
2049,Mount Kenya,BD0058,BD.0058,Embu,Producer,Small Estates,,,
2050,Kivanga,BD0013,BD.0013,Embu,Producer,Small Estates,,,
2051,Gituja,BC0125,BC.0125,Tharaka Nithi,Producer,Small Estates,,,
2052,Kinoru,BC0115,BC.0115,Tharaka Nithi,Producer,Small Estates,,,
2053,Kiamugiri,BC0020,BC.0020,Tharaka Nithi,Producer,Small Estates,,,
2054,Kathendu Estate,BB0037,BB.0037,Meru,Producer,Small Estates,,,
2055,Kaibiro Estate,BB0035,BB.0035,Meru,Producer,Small Estates,,,
2056,Murianki,BB0062,BB.0062,Meru,Producer,Small Estates,,,
2057,Leecks,BB0024,BB.0024,Meru,Producer,Small Estates,,,
2059,Kambarari,AJ0203,AJ.0203,Kirinyaga,Producer,Small Estates,,,
2060,Kinyari,AJ0059,AJ.0059,Kirinyaga,Producer,Small Estates,,,
2061,Jocily,AJ0452,AJ.0452,Kirinyaga,Producer,Small Estates,,,
2062,Philmar,AJ0447,AJ.0447,Kirinyaga,Producer,Small Estates,,,
2063,Njemu 2,AJ0430,AJ.0430,Kirinyaga,Producer,Small Estates,,,
2064,Kimunye Farm,AJ0254,AJ.0254,Kirinyaga,Producer,Small Estates,,,
2065,Pams,AJ0120,AJ.0120,Kirinyaga,Producer,Small Estates,,,
2066,Kinji,AJ0030,AJ.0030,Kirinyaga,Producer,Small Estates,,,
2067,Kanda,AJ0262,AJ.0262,Kirinyaga,Producer,Small Estates,,,
2068,Kabonge,AJ0192,AJ.0192,Kirinyaga,Producer,Small Estates,,,
2069,Alimu,AJ0147,AJ.0147,Kirinyaga,Producer,Small Estates,,,
2070,Kibingo,AJ0063,AJ.0063,Kirinyaga,Producer,Small Estates,,,
2071,Highlands,AJ0055,AJ.0055,Kirinyaga,Producer,Small Estates,,,
2072,Kamundu,AI005B,AI.005B,Kiambu,Producer,Small Estates,,,
2073,Point-Mzuri,AI0013,AI.0013,Kiambu,Producer,Small Estates,,,
2074,Kamundu?,AI0006,AI.0006,Kiambu,Producer,Small Estates,,,
2075,Kamundu B,AI0005B,AI.0005B,Kiambu,Producer,Small Estates,,,
2076,Makamu Estate,AG0290,AG.0290,Nyeri,Producer,Small Estates,,,
2077,Gachiru,AG0283,AG.0283,Nyeri,Producer,Small Estates,,,
2078,Kahari,AG0259P1,AG.0259P1,Nyeri,Producer,Small Estates,,,
2079,Jamwaka,AG0182,AG.0182,Nyeri,Producer,Small Estates,,,
2080,Muwa,AG0173,AG.0173,Nyeri,Producer,Small Estates,,,
2081,Nyatuna,AG0165,AG.0165,Nyeri,Producer,Small Estates,,,
2082,Karson Estate,AG0081,AG.0081,Nyeri,Producer,Small Estates,,,
2083,Kirimiri,AE0001,AE.0001,Murang'a,Producer,Small Estates,,,
2084,Ndiwa,AC0101,AC.0101,Kiambu,Producer,Small Estates,,,
2085,Kigwe Estate,AC0098,AC.0098,Kiambu,Producer,Small Estates,,,
2086,Elik Farm,AB0099,AB.0099,Kiambu,Producer,Small Estates,,,
2087,Muuini,AB0152,AB.0152,Kiambu,Producer,Small Estates,,,
2088,Albizzia,AB0737,AB.0737,Kiambu,Producer,Small Estates,,,
2089,Makindi Banks Ltd,AB0270,AB.0270,Kiambu,Producer,Small Estates,,,
2090,Kiyonama,AB0191,AB.0191,Kiambu,Producer,Small Estates,,,
2091,Ibutiti,AB0100,AB.0100,Kiambu,Producer,Small Estates,,,
2092,Ithonga,AB0097,AB.0097,Kiambu,Producer,Small Estates,,,
2093,Davrach,AA0879,AA.0879,Kiambu,Producer,Small Estates,,,
2094,Josthima,AA0847,AA.0847,Kiambu,Producer,Small Estates,,,
2095,Irowaki,AA0840,AA.0840,Kiambu,Producer,Small Estates,,,
2096,Kirunyu,AA0818,AA.0818,Kiambu,Producer,Small Estates,,,
2097,Mandela,AA0780,AA.0780,Kiambu,Producer,Small Estates,,,
2098,Giaka,AA0767,AA.0767,Kiambu,Producer,Small Estates,,,
2099,Gason,AA0533,AA.0533,Kiambu,Producer,Small Estates,,,
2100,Kihenjo,AA0531,AA.0531,Kiambu,Producer,Small Estates,,,
2101,Gatharia Estate,AA0485,AA.0485,Kiambu,Producer,Small Estates,,,
2102,Kamugiri,AA0426,AA.0426,Kiambu,Producer,Small Estates,,,
2103,Mtondo,AA0384A,AA.0384A,Kiambu,Producer,Small Estates,,,
